comm_id,timestamp,user_id,username,shortcode,post_num,text
18033925903065854,1551043176,2365431524,sanaz_royaii,BuQeHLEjC22,522,سلام قرعکشی ۲۰۶ چه زمانی؟؟؟؟
18002602558166811,1551071372,7485093484,hyperme.chainstores,BuQeHLEjC22,522,@sanaz_royaii سه شنبه ساعت ١٨:٣٠ و لايو ميتونيد توي پيج ببينيد
18010888894185993,1550683177,1423324665,sahar.hoss,BuHIUCjHVml,521,بهترین🤗🤗🤗
18036569890051329,1550690531,4972284820,nasim_bahari_official,BuHIUCjHVml,521,جشن تهران کی هست؟؟؟
18020142736113075,1550734542,2129472458,maryam__navabi,BuHIUCjHVml,521,قرعه كشي بهمن چي شد؟؟؟🤔🤔🤔🤔
18016256320127424,1550734603,7485093484,hyperme.chainstores,BuHIUCjHVml,521,@maryam__navabi خيلي زود اعلام خواهد 😍
18011876329085349,1550739730,7079580092,saeedeh3183,BuHIUCjHVml,521,این چندمین هایپرمی محسوب میشه تو کشور؟
18005658697183659,1550780562,1374176292,shadi.marashi,BuHIUCjHVml,521,@hyperme.chainstores اهواز چرا شعبه نداريد؟!
17918157334281212,1550784493,2859978413,maryk49,BuHIUCjHVml,521,تازه افتتاح شده؟
17872448020311612,1550818598,1560261003,szarei42,BuHIUCjHVml,521,سلام امکانش هست دایرکت چک بفرمایید
18012098335080546,1550870899,3084672564,maryam___motamedi,BuHIUCjHVml,521,قرعه کشی،جشن شیرازچطورشد🤔
18034497820065948,1550934204,7995257931,internationalcity2013,BuHIUCjHVml,521,ای کاش مسئولین هایپرمی اصفهان هم برنامه های شاد تدارک میدیدند...برنامه های شاد فقط برای هایپرمی های شهرهای دیگه است....😞
18017175499121056,1550934308,7995257931,internationalcity2013,BuHIUCjHVml,521,شیرازی های عزیز بهتون خوش بگذره
18013517257092483,1550934322,7995257931,internationalcity2013,BuHIUCjHVml,521,💞💞💞💞💞
17863439557333413,1551017042,4520554989,b_n_g_h_b,BuHIUCjHVml,521,خیلی بده که برای مشتریانی که عضو هستن،این ماه که  خرید میکنیم همون موقع بهمون تخفیف داده نمیشه.باید صبر کنیم ماه بعد که اصلا معلوم نیست وقت بشه بریم خرید یا نه.
18011454478083014,1550661680,2865992686,mona_rosttami,BuDWCAUDuWB,520,سلام به شما برنده های خودر رو کی اعلام میکنید؟
18002589073167443,1551073695,813677701,faran.v,Bt_jrzhnuKE,519,4 @morvarid_marzoghi68
17858080486347693,1551073775,2521070273,ana_naill_motelgho,Bt_jrzhnuKE,519,4 تا
17974502416210713,1551073778,9496901575,radmehr_delara,Bt_jrzhnuKE,519,4اختلاف @fatim2539  @maryam.mshfq  @ladan7537
18034579069070682,1551073819,2521070273,ana_naill_motelgho,Bt_jrzhnuKE,519,@amlak_motelghoo_safiran
17943818191257959,1551073833,2521070273,ana_naill_motelgho,Bt_jrzhnuKE,519,@rahaatp
18010514692140176,1551073845,2521070273,ana_naill_motelgho,Bt_jrzhnuKE,519,@roshanak_foroshgah_r.r
18005964814148889,1551073888,2521070273,ana_naill_motelgho,Bt_jrzhnuKE,519,@farzaneh.abolhasan
